
JLAB fadc pedestal measurement on host adcecal4
----------------------------
Opening CRCSR Window (opened at [0xb6fec000,0xb7fec000])
Opening A32 Window (opened at [0xb6fdc000,0xb6fec000])
Opening A32Blt Window (opened at [0xacfdc000,0xb6fdc000])
Opening A24 Window (opened at [0xabfdc000,0xacfdc000])
Opening A16 Window (opened at [0xabfcc000,0xabfdc000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac15c000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac1dc000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac25c000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac2dc000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac35c000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac3dc000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac45c000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac4dc000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac65c000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac6dc000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac75c000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac7dc000 (0x00800000) 
Initialized FADC 12  Slot # 17 at address 0xac85c000 (0x00880000) 
Initialized FADC 13  Slot # 18 at address 0xac8dc000 (0x00900000) 
Initialized FADC 14  Slot # 19 at address 0xac95c000 (0x00980000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 15 FADC(s) successfully initialized
fadc250Config: nfadc=15
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcecal4.cnf<

ReadConfigFile: crate = all  host = adcecal4 - activated

ReadConfigFile: crate = end  host = adcecal4 - disactivated


fadc250DownloadAll reached, nfadc=15
faMeasureChannelPedestal: slot 3, chan 0 => avg 114.635, rms  1.158, min 110, max 119
faMeasureChannelPedestal: slot 3, chan 1 => avg 88.348, rms  1.172, min 84, max 93
faMeasureChannelPedestal: slot 3, chan 2 => avg 62.662, rms  1.240, min 58, max 67
faMeasureChannelPedestal: slot 3, chan 3 => avg 74.835, rms  1.166, min 71, max 79
faMeasureChannelPedestal: slot 3, chan 4 => avg 101.200, rms  1.350, min 96, max 106
faMeasureChannelPedestal: slot 3, chan 5 => avg 121.192, rms  1.265, min 117, max 125
faMeasureChannelPedestal: slot 3, chan 6 => avg 96.515, rms  1.267, min 92, max 102
faMeasureChannelPedestal: slot 3, chan 7 => avg 73.007, rms  1.493, min 65, max 91
faMeasureChannelPedestal: slot 3, chan 8 => avg 91.174, rms  1.386, min 86, max 97
faMeasureChannelPedestal: slot 3, chan 9 => avg 117.080, rms  1.288, min 112, max 121
faMeasureChannelPedestal: slot 3, chan 10 => avg 114.789, rms  1.298, min 110, max 119
faMeasureChannelPedestal: slot 3, chan 11 => avg 121.275, rms  1.181, min 117, max 125
faMeasureChannelPedestal: slot 3, chan 12 => avg 103.651, rms  1.209, min 100, max 108
faMeasureChannelPedestal: slot 3, chan 13 => avg 93.233, rms  1.215, min 89, max 118
faMeasureChannelPedestal: slot 3, chan 14 => avg 83.774, rms  1.290, min 76, max 91
faMeasureChannelPedestal: slot 3, chan 15 => avg 79.008, rms  1.187, min 75, max 83
faMeasureChannelPedestal: slot 4, chan 0 => avg 95.865, rms  1.281, min 91, max 103
faMeasureChannelPedestal: slot 4, chan 1 => avg 65.898, rms  1.456, min 54, max 76
faMeasureChannelPedestal: slot 4, chan 2 => avg 60.418, rms  1.378, min 51, max 71
faMeasureChannelPedestal: slot 4, chan 3 => avg 118.911, rms  1.133, min 114, max 123
faMeasureChannelPedestal: slot 4, chan 4 => avg 89.239, rms  1.349, min 83, max 95
faMeasureChannelPedestal: slot 4, chan 5 => avg 103.011, rms  1.506, min 94, max 113
faMeasureChannelPedestal: slot 4, chan 6 => avg 119.099, rms  1.387, min 110, max 129
faMeasureChannelPedestal: slot 4, chan 7 => avg 112.030, rms  1.353, min 107, max 117
faMeasureChannelPedestal: slot 4, chan 8 => avg 103.776, rms  1.360, min 99, max 109
faMeasureChannelPedestal: slot 4, chan 9 => avg 133.553, rms  1.505, min 128, max 139
faMeasureChannelPedestal: slot 4, chan 10 => avg 75.320, rms  1.270, min 71, max 79
