
JLAB fadc pedestal measurement on host adcft1
----------------------------
Opening CRCSR Window (opened at [0xb6fb1000,0xb7fb1000])
Opening A32 Window (opened at [0xb6fa1000,0xb6fb1000])
Opening A32Blt Window (opened at [0xacfa1000,0xb6fa1000])
Opening A24 Window (opened at [0xabfa1000,0xacfa1000])
Opening A16 Window (opened at [0xabf91000,0xabfa1000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac121000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac1a1000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac221000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac2a1000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac321000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac3a1000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac421000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac4a1000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac621000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac6a1000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac721000 (0x00780000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x800000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 11 FADC(s) successfully initialized
fadc250Config: nfadc=11
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcft1.cnf<

ReadConfigFile: crate = adcft1  host = adcft1 - activated

ReadConfigFile: crate = end  host = adcft1 - disactivated


fadc250DownloadAll reached, nfadc=11
faMeasureChannelPedestal: slot 3, chan 0 => avg 178.396, rms  2.311, min 171, max 194
faMeasureChannelPedestal: slot 3, chan 1 => avg 170.099, rms  2.159, min 162, max 179
faMeasureChannelPedestal: slot 3, chan 2 => avg 201.498, rms  2.526, min 194, max 238
faMeasureChannelPedestal: slot 3, chan 3 => avg 227.967, rms  2.156, min 221, max 235
faMeasureChannelPedestal: slot 3, chan 4 => avg 216.058, rms  2.225, min 208, max 223
faMeasureChannelPedestal: slot 3, chan 5 => avg 232.645, rms  2.198, min 225, max 241
faMeasureChannelPedestal: slot 3, chan 6 => avg 215.024, rms  2.117, min 207, max 223
faMeasureChannelPedestal: slot 3, chan 7 => avg 192.427, rms  2.278, min 184, max 204
faMeasureChannelPedestal: slot 3, chan 8 => avg 187.075, rms  2.215, min 179, max 195
faMeasureChannelPedestal: slot 3, chan 9 => avg 174.830, rms  2.197, min 168, max 183
faMeasureChannelPedestal: slot 3, chan 10 => avg 205.063, rms  2.229, min 198, max 213
faMeasureChannelPedestal: slot 3, chan 11 => avg 223.077, rms  2.089, min 214, max 231
faMeasureChannelPedestal: slot 3, chan 12 => avg 176.465, rms  2.222, min 167, max 189
faMeasureChannelPedestal: slot 3, chan 13 => avg 175.933, rms  2.082, min 168, max 183
faMeasureChannelPedestal: slot 3, chan 14 => avg 173.098, rms  2.247, min 165, max 196
faMeasureChannelPedestal: slot 3, chan 15 => avg 194.953, rms  1.342, min 190, max 200
faMeasureChannelPedestal: slot 4, chan 0 => avg 172.009, rms  2.040, min 164, max 179
faMeasureChannelPedestal: slot 4, chan 1 => avg 187.980, rms  2.075, min 180, max 196
faMeasureChannelPedestal: slot 4, chan 2 => avg 186.142, rms  2.122, min 177, max 194
faMeasureChannelPedestal: slot 4, chan 3 => avg 176.312, rms  2.086, min 169, max 184
faMeasureChannelPedestal: slot 4, chan 4 => avg 185.208, rms  2.330, min 177, max 202
faMeasureChannelPedestal: slot 4, chan 5 => avg 165.842, rms  2.139, min 158, max 173
faMeasureChannelPedestal: slot 4, chan 6 => avg 170.826, rms  2.176, min 163, max 179
faMeasureChannelPedestal: slot 4, chan 7 => avg 166.432, rms  3.175, min 159, max 229
faMeasureChannelPedestal: slot 4, chan 8 => avg 190.131, rms  2.144, min 183, max 197
faMeasureChannelPedestal: slot 4, chan 9 => avg 163.167, rms  2.121, min 155, max 171
faMeasureChannelPedestal: slot 4, chan 10 => avg 234.092, rms  5.358, min 227, max 371
