
JLAB fadc pedestal measurement on host adcpcal3
----------------------------
Opening CRCSR Window (opened at [0xb6f26000,0xb7f26000])
Opening A32 Window (opened at [0xb6f16000,0xb6f26000])
Opening A32Blt Window (opened at [0xacf16000,0xb6f16000])
Opening A24 Window (opened at [0xabf16000,0xacf16000])
Opening A16 Window (opened at [0xabf06000,0xabf16000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac096000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac116000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac196000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac216000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac296000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac316000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac396000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac416000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac596000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac616000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac696000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac716000 (0x00800000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 12 FADC(s) successfully initialized
fadc250Config: nfadc=12
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcpcal3.cnf<

ReadConfigFile: crate = all  host = adcpcal3 - activated

ReadConfigFile: crate = end  host = adcpcal3 - disactivated


fadc250DownloadAll reached, nfadc=12
faMeasureChannelPedestal: slot 3, chan 0 => avg 113.626, rms  1.275, min 109, max 119
faMeasureChannelPedestal: slot 3, chan 1 => avg 113.870, rms  1.235, min 109, max 118
faMeasureChannelPedestal: slot 3, chan 2 => avg 93.133, rms  1.205, min 88, max 97
faMeasureChannelPedestal: slot 3, chan 3 => avg 107.466, rms  1.167, min 103, max 112
faMeasureChannelPedestal: slot 3, chan 4 => avg 123.859, rms  1.281, min 119, max 129
faMeasureChannelPedestal: slot 3, chan 5 => avg 104.365, rms  1.272, min 100, max 109
faMeasureChannelPedestal: slot 3, chan 6 => avg 115.964, rms  1.253, min 112, max 122
faMeasureChannelPedestal: slot 3, chan 7 => avg 149.434, rms  1.416, min 145, max 154
faMeasureChannelPedestal: slot 3, chan 8 => avg 135.743, rms  1.319, min 131, max 140
faMeasureChannelPedestal: slot 3, chan 9 => avg 132.980, rms  1.353, min 129, max 139
faMeasureChannelPedestal: slot 3, chan 10 => avg 77.145, rms  1.304, min 72, max 82
faMeasureChannelPedestal: slot 3, chan 11 => avg 87.310, rms  1.181, min 83, max 92
faMeasureChannelPedestal: slot 3, chan 12 => avg 108.952, rms  1.278, min 105, max 113
faMeasureChannelPedestal: slot 3, chan 13 => avg 117.804, rms  1.197, min 114, max 122
faMeasureChannelPedestal: slot 3, chan 14 => avg 112.483, rms  1.206, min 107, max 117
faMeasureChannelPedestal: slot 3, chan 15 => avg 96.070, rms  1.207, min 92, max 100
faMeasureChannelPedestal: slot 4, chan 0 => avg 148.053, rms  1.287, min 143, max 154
faMeasureChannelPedestal: slot 4, chan 1 => avg 82.298, rms  1.248, min 78, max 86
faMeasureChannelPedestal: slot 4, chan 2 => avg 135.608, rms  1.315, min 131, max 140
faMeasureChannelPedestal: slot 4, chan 3 => avg 138.849, rms  1.350, min 134, max 144
faMeasureChannelPedestal: slot 4, chan 4 => avg 129.084, rms  1.513, min 124, max 134
faMeasureChannelPedestal: slot 4, chan 5 => avg 129.527, rms  1.716, min 117, max 147
faMeasureChannelPedestal: slot 4, chan 6 => avg 163.302, rms  1.365, min 158, max 170
faMeasureChannelPedestal: slot 4, chan 7 => avg 117.466, rms  1.487, min 112, max 124
faMeasureChannelPedestal: slot 4, chan 8 => avg 102.578, rms  1.298, min 98, max 107
faMeasureChannelPedestal: slot 4, chan 9 => avg 118.995, rms  1.287, min 114, max 124
faMeasureChannelPedestal: slot 4, chan 10 => avg 139.024, rms  1.311, min 134, max 144
