
JLAB fadc pedestal measurement on host adcft1
----------------------------
Opening CRCSR Window (opened at [0xb6f5a000,0xb7f5a000])
Opening A32 Window (opened at [0xb6f4a000,0xb6f5a000])
Opening A32Blt Window (opened at [0xacf4a000,0xb6f4a000])
Opening A24 Window (opened at [0xabf4a000,0xacf4a000])
Opening A16 Window (opened at [0xabf3a000,0xabf4a000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac0ca000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac14a000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac1ca000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac24a000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac2ca000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac34a000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac3ca000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac44a000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac5ca000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac64a000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac6ca000 (0x00780000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x800000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 11 FADC(s) successfully initialized
fadc250Config: nfadc=11
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcft1.cnf<

ReadConfigFile: crate = adcft1  host = adcft1 - activated

ReadConfigFile: crate = end  host = adcft1 - disactivated


fadc250DownloadAll reached, nfadc=11
faMeasureChannelPedestal: slot 3, chan 0 => avg 178.358, rms  2.680, min 168, max 187
faMeasureChannelPedestal: slot 3, chan 1 => avg 170.812, rms  2.670, min 161, max 179
faMeasureChannelPedestal: slot 3, chan 2 => avg 201.821, rms  2.747, min 191, max 212
faMeasureChannelPedestal: slot 3, chan 3 => avg 228.378, rms  2.734, min 218, max 239
faMeasureChannelPedestal: slot 3, chan 4 => avg 215.638, rms  2.632, min 206, max 225
faMeasureChannelPedestal: slot 3, chan 5 => avg 232.423, rms  2.879, min 220, max 243
faMeasureChannelPedestal: slot 3, chan 6 => avg 215.422, rms  2.699, min 204, max 224
faMeasureChannelPedestal: slot 3, chan 7 => avg 192.254, rms  2.787, min 181, max 202
faMeasureChannelPedestal: slot 3, chan 8 => avg 187.427, rms  2.747, min 178, max 197
faMeasureChannelPedestal: slot 3, chan 9 => avg 174.447, rms  2.715, min 165, max 186
faMeasureChannelPedestal: slot 3, chan 10 => avg 204.654, rms  2.798, min 195, max 215
faMeasureChannelPedestal: slot 3, chan 11 => avg 223.247, rms  2.654, min 214, max 234
faMeasureChannelPedestal: slot 3, chan 12 => avg 176.419, rms  2.773, min 166, max 186
faMeasureChannelPedestal: slot 3, chan 13 => avg 176.065, rms  2.787, min 166, max 186
faMeasureChannelPedestal: slot 3, chan 14 => avg 172.627, rms  2.583, min 163, max 184
faMeasureChannelPedestal: slot 3, chan 15 => avg 194.558, rms  1.375, min 190, max 199
faMeasureChannelPedestal: slot 4, chan 0 => avg 172.483, rms  2.671, min 160, max 183
faMeasureChannelPedestal: slot 4, chan 1 => avg 187.801, rms  2.614, min 179, max 198
faMeasureChannelPedestal: slot 4, chan 2 => avg 187.341, rms  2.755, min 177, max 197
faMeasureChannelPedestal: slot 4, chan 3 => avg 176.353, rms  2.708, min 165, max 188
faMeasureChannelPedestal: slot 4, chan 4 => avg 184.891, rms  2.602, min 176, max 194
faMeasureChannelPedestal: slot 4, chan 5 => avg 165.865, rms  2.617, min 156, max 176
faMeasureChannelPedestal: slot 4, chan 6 => avg 170.291, rms  2.768, min 161, max 180
faMeasureChannelPedestal: slot 4, chan 7 => avg 166.449, rms  2.634, min 157, max 175
faMeasureChannelPedestal: slot 4, chan 8 => avg 190.276, rms  2.791, min 180, max 202
faMeasureChannelPedestal: slot 4, chan 9 => avg 163.657, rms  2.604, min 154, max 174
faMeasureChannelPedestal: slot 4, chan 10 => avg 234.164, rms  2.749, min 224, max 245
