
JLAB fadc pedestal measurement on host adcftof4
----------------------------
Opening CRCSR Window (opened at [0xb6f06000,0xb7f06000])
Opening A32 Window (opened at [0xb6ef6000,0xb6f06000])
Opening A32Blt Window (opened at [0xacef6000,0xb6ef6000])
Opening A24 Window (opened at [0xabef6000,0xacef6000])
Opening A16 Window (opened at [0xabee6000,0xabef6000])
jlabgefMapTsi: Tempe Chip Userspace map successful
VME Bus Error IRQ Disabled
vmeBusCreateLockShm: vmeBus shared memory mutex initialized
Initialized FADC  0  Slot #  3 at address 0xac076000 (0x00180000) 
Initialized FADC  1  Slot #  4 at address 0xac0f6000 (0x00200000) 
Initialized FADC  2  Slot #  5 at address 0xac176000 (0x00280000) 
Initialized FADC  3  Slot #  6 at address 0xac1f6000 (0x00300000) 
Initialized FADC  4  Slot #  7 at address 0xac276000 (0x00380000) 
Initialized FADC  5  Slot #  8 at address 0xac2f6000 (0x00400000) 
Initialized FADC  6  Slot #  9 at address 0xac376000 (0x00480000) 
Initialized FADC  7  Slot # 10 at address 0xac3f6000 (0x00500000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x580000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x600000
Initialized FADC  8  Slot # 13 at address 0xac576000 (0x00680000) 
Initialized FADC  9  Slot # 14 at address 0xac5f6000 (0x00700000) 
Initialized FADC 10  Slot # 15 at address 0xac676000 (0x00780000) 
Initialized FADC 11  Slot # 16 at address 0xac6f6000 (0x00800000) 
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x880000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x900000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0x980000
jlabgefMemProbe: Clearing VME BERR/2eST (0x800cf900) at VME address 0xa00000
faInit: Enabling FADC Internal Clock, and VXS Triggers (VXS Sync Reset)
faInit: 12 FADC(s) successfully initialized
fadc250Config: nfadc=12
fadc250InitGlobals reached

NOTE: use EXPID=>clasdev< from environment

ReadConfigFile: Using configuration file >/usr/clas12/release/1.3.2/parms/fadc250/adcftof4.cnf<

ReadConfigFile: crate = all  host = adcftof4 - activated

ReadConfigFile: crate = end  host = adcftof4 - disactivated


fadc250DownloadAll reached, nfadc=12
faMeasureChannelPedestal: slot 3, chan 0 => avg 206.148, rms  1.207, min 202, max 210
faMeasureChannelPedestal: slot 3, chan 1 => avg 196.119, rms  1.163, min 192, max 200
faMeasureChannelPedestal: slot 3, chan 2 => avg 193.836, rms  1.224, min 189, max 198
faMeasureChannelPedestal: slot 3, chan 3 => avg 180.218, rms  1.229, min 176, max 184
faMeasureChannelPedestal: slot 3, chan 4 => avg 215.157, rms  1.382, min 210, max 220
faMeasureChannelPedestal: slot 3, chan 5 => avg 185.512, rms  1.293, min 181, max 191
faMeasureChannelPedestal: slot 3, chan 6 => avg 232.626, rms  1.252, min 227, max 237
faMeasureChannelPedestal: slot 3, chan 7 => avg 223.007, rms  1.290, min 217, max 227
faMeasureChannelPedestal: slot 3, chan 8 => avg 191.491, rms  1.270, min 187, max 197
faMeasureChannelPedestal: slot 3, chan 9 => avg 205.642, rms  1.303, min 201, max 210
faMeasureChannelPedestal: slot 3, chan 10 => avg 159.640, rms  1.285, min 155, max 164
faMeasureChannelPedestal: slot 3, chan 11 => avg 226.937, rms  1.105, min 223, max 231
faMeasureChannelPedestal: slot 3, chan 12 => avg 198.737, rms  1.153, min 195, max 203
faMeasureChannelPedestal: slot 3, chan 13 => avg 219.581, rms  1.198, min 216, max 224
faMeasureChannelPedestal: slot 3, chan 14 => avg 232.670, rms  1.177, min 228, max 237
faMeasureChannelPedestal: slot 3, chan 15 => avg 212.409, rms  1.130, min 209, max 216
faMeasureChannelPedestal: slot 4, chan 0 => avg 187.166, rms  1.227, min 183, max 191
faMeasureChannelPedestal: slot 4, chan 1 => avg 198.249, rms  1.230, min 194, max 203
faMeasureChannelPedestal: slot 4, chan 2 => avg 232.513, rms  1.128, min 229, max 236
faMeasureChannelPedestal: slot 4, chan 3 => avg 220.167, rms  1.107, min 216, max 224
faMeasureChannelPedestal: slot 4, chan 4 => avg 217.184, rms  1.273, min 212, max 222
faMeasureChannelPedestal: slot 4, chan 5 => avg 194.363, rms  1.193, min 190, max 199
faMeasureChannelPedestal: slot 4, chan 6 => avg 201.850, rms  1.217, min 198, max 207
faMeasureChannelPedestal: slot 4, chan 7 => avg 211.836, rms  1.295, min 207, max 217
faMeasureChannelPedestal: slot 4, chan 8 => avg 203.293, rms  1.322, min 198, max 208
faMeasureChannelPedestal: slot 4, chan 9 => avg 218.811, rms  1.283, min 215, max 223
faMeasureChannelPedestal: slot 4, chan 10 => avg 223.041, rms  1.229, min 219, max 228
